Security;summary;description
0;BUILDING.txt doesnt mention junit.jar in list of jars installed in toolsjava   ;BUILDING.txt contains this paragraphNote After following the steps in sections .... of thisdocument  you should have the followingderby.source}toolsjavaempty.jarderby.source}toolsjavageronimospecservlet.rc.jarderby.source}toolsjavajakartaoro...jarderby.source}toolsjavajavacc.jarderby.source}toolsjavaosgi.jarSince section .. mentions how to install junit.jar into derby.source}toolsjava  the list should also include junit.jar.Also  since the paragraph refers to sections ....  it should be located below section .. currently  its between .. and ...   
0;iepnegativetests_ES.sql fails new canon needed?   ;See httpdbtg.thresher.comderbytestDailyjvm.testingLimitedtestSummary.html  wlt methodgt iniepnegativetests_ES.sqllt methodgt lt signaturegt lt  ERROR XJ Excepci EnCgt lt  n de Java extoutnodirt.dat No such file or directory) java.io.FileNotFoundException.agt  ERROR XJ Excepci EnCgt lt  n de Java extoutnodirt.dat The system cannot find the path specified) java.io.FileNotFoundException.lt signaturegt    
1;NetworkServer not accepting connections with default security manager on Ipv machines   ;While running tests on Ipv machines using the . jars with the default security manager  I had the following findingsquestionsI started the server like this java org.apache.derby.drda.NetworkServerControl start h afaand the server started with the following commandSecurity manager installed using the Basic server security policy.Apache Derby Network Server  ... beta  ) started and ready to accept connections on port  at   . GMTSo I think the server is using the default security manager. Then when I tried to get conenction though ijgot the following error messageAccess denied java.net.SocketPermission  afa  accept resolve)java.security.AccessControlException Access denied java.net.SocketPermission  afa  accept resolve)  at java.security.AccessController.checkPermissionAccessController.java) at java.lang.SecurityManager.checkPermissionSecurityManager.java) at java.lang.SecurityManager.checkAccept SecurityManager.java) at java.net.ServerSocket.implAcceptServerSocket.java) at java.net.ServerSocket.acceptServerSocket.java) at org.apache.derby.impl.drda.ClientThread.run Unknown Source) at java.security.AccessController.doPrivilegedAccessController.java) at org.apache.derby.impl.drda.ClientThread.runUnknown Source)I had the derby.properties file like thisderby.database.sqlAuthorizationtruederby.connection.requireAuthenticationtruederby.infolog.appendtruederby.authentication.providerBUILTINderby.stream.error.logSeverityLevelderby.language.logStatementTexttrue Users Definitionsderby.user.userpass   
0;CREATE TABLE AS  does not maintain the collation for character types.   ;create table t as select tablename from sys.systables with no data This creates a column TABLENAME with collation based upon the user schema  but the type of sys.systables.tablename has collation UCS_BASIC.The required behaviour should be verified with the SQL standard . SR)  but since collation is an attribute of a type it seems logical that the collation is maintained by the create.Fixing this to keep the collation of the system column will cause problems though as there would be no way to recreate this table through a regular create table  say if the schema is dumped and recreated using ddlutils.I think this is critical as fixing it after a release would lead to a change in behaviour for applications.   
0;Wrong connection object used in EmbedConnection.clearLOBMapping)   ;I think there are two bugs in EmbedConnection.clearLOBMapping) ) It checks if lobHashMap is nonnull  but it should have checked rootConnection.lobHashMap. ) It calls getlobHMObj).clear) regardless of whether there is a HashMap. This creates a HashMap object even though its not needed  and all the subsequent transactions on that connection have to perform cleanup on that object.   
0;Closing a resultset after retrieving a large >  bytes value with Network Server does not release locks   ;This is the same issue as DERBY httpsissues.apache.orgjirabrowseDERBY). The test attached to DERBY shows the locks being not released. Everything is fine when using Derby ... .I would think its a regression bug.Output from sysinfo JavaInformationen JavaVersion .._JavaAnbieter Sun Microsystems Inc.JavaHome Cworkapplicationsdevelopmentjavajdk.uSEjreJavaKlassenpfad Cworkapplicationsdevelopmentderby...libderby.jar Cworkapplicationsdevelopmentderby...libderbynet.jar Cworkapplicationsdevelopmentderby...libderbyclient.jar Cworkapplicationsdevelpmentderby...libderbytools.jarName des Betriebssystems Windows XPArchitektur des Betriebssystems xBetriebssystemversion .JavaBenutzername thomas.niessenJavaBenutzerausgangsverzeichnis CDokumente und Einstellungenthomas.niessenJavaBenutzerverzeichnis Cworkapplicationsdevelopmentderby...java.specification.name Java Platform API Specificationjava.specification.version . DerbyInformationen JRE  JDBC Java SE   JDBC . Cworkapplicationsdevelopmentderby...libderby.jar  ...  ) Cworkapplicationsdevelopmentderby...libderbytools.jar  ...  ) Cworkapplicationsdevelopmentderby...libderbynet.jar  ...  ) Cworkapplicationsdevelopmentderby...libderbyclient.jar  ...  ) Informationen zur Lﾃｵndereinstellung Aktuelle Lﾃｵndereinstellung [DeutschDeutschland  de_DE ]Es wurde Unterstﾂｳtzung fﾂｳr die folgende Lﾃｵndereinstellung gefunden  cs  Version ...  )Es wurde Unterstﾂｳtzung fﾂｳr die folgende Lﾃｵndereinstellung gefunden  de_DE  Version ...  )Es wurde Unterstﾂｳtzung fﾂｳr die folgende Lﾃｵndereinstellung gefunden  es  Version ...  )Es wurde Unterstﾂｳtzung fﾂｳr die folgende Lﾃｵndereinstellung gefunden  fr  Version ...  )Es wurde Unterstﾂｳtzung fﾂｳr die folgende Lﾃｵndereinstellung gefunden  hu  Version ...  )Es wurde Unterstﾂｳtzung fﾂｳr die folgende Lﾃｵndereinstellung gefunden  it  Version ...  )Es wurde Unterstﾂｳtzung fﾂｳr die folgende Lﾃｵndereinstellung gefunden  ja_JP  Version ...  )Es wurde Unterstﾂｳtzung fﾂｳr die folgende Lﾃｵndereinstellung gefunden  ko_KR  Version ...  )Es wurde Unterstﾂｳtzung fﾂｳr die folgende Lﾃｵndereinstellung gefunden  pl  Version ...  )Es wurde Unterstﾂｳtzung fﾂｳr die folgende Lﾃｵndereinstellung gefunden  pt_BR  Version ...  )Es wurde Unterstﾂｳtzung fﾂｳr die folgende Lﾃｵndereinstellung gefunden  ru  Version ...  )Es wurde Unterstﾂｳtzung fﾂｳr die folgende Lﾃｵndereinstellung gefunden  zh_CN  Version ...  )Es wurde Unterstﾂｳtzung fﾂｳr die folgende Lﾃｵndereinstellung gefunden  zh_TW  Version ...  )   
1;INSERT and UPDATES succeed when permission has not been granted.   ;GrantRevokeTest had assert methods assertInsertPrivilege etc. of the formtry  s.executecommand} catch SQLException sqle if hasPrivilege  assertSQLState  e  else fail... }Note that no fail assert was in the try portion after the SQL execution. The statement should not work if hasPrivilege is false  but the test will incorrectly pass if the statement succeeds. I added fail asserts with revision  likeif hasPrivilege failexpected no INSERT permission on table but these two for INSERT and UPDATE caused the test to fail about  fixtures fail indicating that the statement succeeds even if the permission is not granted.It could be a test problem but needs some investigation.The asserts for assertInsertPrivilege and asserUpdatePrivilege are commented out to stop the test failing.   
0;AS IDENTITY START WITH ) fails   ;When creating a tableAS IDENTITY START WITH )fails butAS IDENTITY START WITH )succeeds.Guess this is a parsing SQL problem as the absolute value appears to be held in a long  which is not quite long enough at the positive end.   
0;SimpleStringOperatorNode in its bindExpression method generates a character string CAST if required but does not set the correct collation.   ;Following query should run into error if run in a territory based database SELECT TABLENAME FROM SYS.SYSTABLES WHERE UPPERCURRENT_DATE)  TABLENAME When a CAST node is generated on top of CURRENT_DATE to create a character string type  we do not set the collation of that character string type and hence it always ends up getting the default which is collation derivation IMPLICIT and collation type UCS_BASIC. That does not sound right. There might be other places where we generate CAST node to create a character string type. We should check if the collation is set correctly for them.   
0;Implement a buffer manager using java.util.concurrent classes   ;There are indications that the buffer manager is a bottleneck for some types of multiuser load. For instance  Anders Morken wrote this in a comment on DERBY With a separate table and index for each thread to remove latch contention and lock waits from the equation) we ...) found that org.apache.derby.impl.services.cache.Clock.find)release) caused about  times more contention than the synchronization in LockSet.lockObject) and LockSet.unlock). That might be an indicator of where to apply the next push.It would be interesting to see the scalability and performance of a buffer manager which exploits the concurrency utilities added in Java SE .   
0;DDMReader.readLengthAndCodePoint) decodes long integer incorrectly   ;DDMReader.readLengthAndCodePoint) contains code to decode a long integer from a byte array. This code is broken since it uses int operations and not long operations in the decoding. The long might be encoded using four  six or eight bytes  and since Derby currently always uses the four bytes encoding  the bug is not exposed in the current code.   
0;ERROR  The second or third argument of the SUBSTR function is out of range   with data concatenation in group by query.   ;CREATE TABLE A C CHAR) NOT NULL  D DATE NOT NULL  DC DECIMAL )) INSERT INTO A VALUES aaa  DATE)  .)  SELECT A.C  SUBSTR MAXCASTA.D AS CHAR)) || CASTA.DC AS CHAR)))    ) AS BUG FROM A GROUP BY A.C results in a  error on the select.ijgt  C |BUGERROR  The second or third argument of the SUBSTR function is out of rangeNote that the ResultSetMetaData seems to indicate to ij that the column width of BUG is four instead of .   
0;In soft upgrade mode  the metadata queries do not get compiled in SYS schema. This will cause problems in future releases of Derby.   ;EmbedDatabaseMetaData implements metadata queries. The implementation of metadata queries in EmbedDatabaseMetaData checks if we are in soft upgrade mode getPreparedQuery has following codeif notInSoftUpgradeMode s  getPreparedQueryUsingSystemTablesqueryName  net else  try  Cant use stored prepared statements because we are in soft upgrade mode and hence need to get metadata sql from metadata.properties file or metadata_net.properties String queryText  getQueryFromDescriptionqueryName  net  s  getEmbedConnection.prepareMetaDataStatementqueryText  } catch Throwable t  throw handleExceptiont  } }So  when running in soft upgrade mode  we do not go through SYSSTATEMENT but this will cause the metadata query to run in whatever the current schema may be rather than in SYS schema. This is not a problem in Derby . release because during soft upgarde  the collation will always be UCS_BASIC and hence collation mismatch cant happen.But in Derby .  a user can create a database with territory based collation. When such a database will be in soft upgrade mode for say Derby .  the metadata queries will run into problem if they are run in a user schema. This is because in soft upgrade mode  we do not go through SYSSTATEMENTS and instead compile the metadata queries in current schema. If the current schema is user schema  then character string literals in metadata queries will get the collation type of territory based and when compared with character string colunms from SYS tables with collation type of UCS_BASIC  we will end up getting compilation error for the metadata queries. So  before the next release  we will have to fix this problem. One solution may be to somehow make the current compilation schema as SYS when running the metadata queries in soft upgrade mode.   
